Flight_Number;city_source;City_dest;Country_source;Country_dest
2220;Addis Ababa;N'djamena;Ethiopia;Chad
2220;Addis Ababa;Niamey;Ethiopia;Niger
2220;Addis Ababa;Ouagadougou;Ethiopia;Burkina Faso
2220;Addis Ababa;Beijing;Ethiopia;China
2220;Addis Ababa;Pointe-noire;Ethiopia;Congo (Brazzaville)
2220;Addis Ababa;Shanghai;Ethiopia;China
2220;Addis Ababa;Riyadh;Ethiopia;Saudi Arabia
2220;Addis Ababa;Malabo;Ethiopia;Equatorial Guinea
2220;Addis Ababa;;Ethiopia;
2220;Addis Ababa;Tel-aviv;Ethiopia;Israel
2220;Adelaide;Singapore;Australia;Singapore
2220;Auckland;Singapore;New Zealand;Singapore
2220;Arba Minch;Addis Ababa;Ethiopia;Ethiopia
2220;Amsterdam;Frankfurt;Netherlands;Germany
2220;Stockholm;Addis Ababa;Sweden;Ethiopia
2220;Stockholm;Copenhagen;Sweden;Denmark
2220;Stockholm;Frankfurt;Sweden;Germany
2220;Stockholm;Helsinki;Sweden;Finland
2220;Stockholm;Oslo;Sweden;Norway
2220;Asosa;Addis Ababa;Ethiopia;Ethiopia
2220;Axum;Addis Ababa;Ethiopia;Ethiopia
2220;Axum;Lalibella;Ethiopia;Ethiopia
2220;Barcelona;Frankfurt;Spain;Germany
2220;Beirut;Addis Ababa;Lebanon;Ethiopia
2220;Bangui;Douala;Central African Republic;Cameroon
2220;Bujumbura;Kigali;Burundi;Rwanda
2220;Bahar Dar;Addis Ababa;Ethiopia;Ethiopia
2220;Bahar Dar;Lalibella;Ethiopia;Ethiopia
2220;Bangkok;Addis Ababa;Thailand;Ethiopia
2220;Bangkok;Seoul;Thailand;South Korea
2220;Bangkok;Kuala Lumpur;Thailand;Malaysia
2220;Bangkok;Singapore;Thailand;Singapore
2220;Bamako;Addis Ababa;Mali;Ethiopia
2220;Bamako;Conakry;Mali;Guinea
2220;Bamako;Dakar;Mali;Senegal
2220;Bamako;Lome;Mali;Togo
2220;Bamako;Ouagadougou;Mali;Burkina Faso
2220;Blantyre;Addis Ababa;Malawi;Ethiopia
2220;Blantyre;Johannesburg;Malawi;South Africa
2220;Blantyre;Lilongwe;Malawi;Malawi
2220;Brisbane;Singapore;Australia;Singapore
2220;Mumbai;Addis Ababa;India;Ethiopia
2220;Brussels;Paris;Belgium;France
2220;Brussels;Frankfurt;Belgium;Germany
2220;Budapest;Frankfurt;Hungary;Germany
2220;Brazzaville;Addis Ababa;Congo (Brazzaville);Ethiopia
2220;Brazzaville;Douala;Congo (Brazzaville);Cameroon
2220;Cairo;Addis Ababa;Egypt;Ethiopia
2220;Cairo;Larnaca;Egypt;Cyprus
2220;Guangzhou;Addis Ababa;China;Ethiopia
2220;Paris;Addis Ababa;France;Ethiopia
2220;Paris;Brussels;France;Belgium
2220;Christchurch;Singapore;New Zealand;Singapore
2220;Conakry;Abidjan;Guinea;Cote d'Ivoire
2220;Conakry;Bamako;Guinea;Mali
2220;Conakry;Dakar;Guinea;Senegal
2220;Conakry;Lome;Guinea;Togo
2220;Conakry;Bissau;Guinea;Guinea-Bissau
2220;Cotonou;Abidjan;Benin;Cote d'Ivoire
2220;Cotonou;Abuja;Benin;Nigeria
2220;Cotonou;Addis Ababa;Benin;Ethiopia
2220;Cotonou;Lome;Benin;Togo
2220;Cotonou;Niamey;Benin;Niger
2220;Copenhagen;Stockholm;Denmark;Sweden
2220;Copenhagen;Frankfurt;Denmark;Germany
2220;Dar Es Salaam;Addis Ababa;Tanzania;Ethiopia
2220;Dar Es Salaam;Lilongwe;Tanzania;Malawi
2220;Dar Es Salaam;Zanzibar;Tanzania;Tanzania
2220;Delhi;Addis Ababa;India;Ethiopia
2220;Dire Dawa;Addis Ababa;Ethiopia;Ethiopia
2220;Dire Dawa;Djibouti;Ethiopia;Djibouti
2220;Dire Dawa;Jijiga;Ethiopia;Ethiopia
2220;Dakar;Bamako;Senegal;Mali
2220;Dakar;Conakry;Senegal;Guinea
2220;Douala;Addis Ababa;Cameroon;Ethiopia
2220;Douala;Bangui;Cameroon;Central African Republic
2220;Douala;Brazzaville;Cameroon;Congo (Brazzaville)
2220;Douala;Lome;Cameroon;Togo
2220;Douala;N'djamena;Cameroon;Chad
2220;Douala;Malabo;Cameroon;Equatorial Guinea
2220;Dammam;Addis Ababa;Saudi Arabia;Ethiopia
2220;Duesseldorf;Frankfurt;Germany;Germany
2220;Dubai;Addis Ababa;United Arab Emirates;Ethiopia
2220;Dubai;Singapore;United Arab Emirates;Singapore
2220;Entebbe;Addis Ababa;Uganda;Ethiopia
2220;Entebbe;Kigali;Uganda;Rwanda
2220;Enugu;Addis Ababa;Nigeria;Ethiopia
2220;Lubumashi;Ndola;Congo (Kinshasa);Zambia
2220;Rome;Addis Ababa;Italy;Ethiopia
2220;Rome;Milano;Italy;Italy
2220;Kinshasa;Brazzaville;Congo (Kinshasa);Congo (Brazzaville)
2220;Kinshasa;Libreville;Congo (Kinshasa);Gabon
2220;Freetown;Accra;Sierra Leone;Ghana
2220;Freetown;Monrovia;Sierra Leone;Liberia
2220;Frankfurt;Addis Ababa;Germany;Ethiopia
2220;Frankfurt;Amsterdam;Germany;Netherlands
2220;Frankfurt;Stockholm;Germany;Sweden
2220;Frankfurt;Barcelona;Germany;Spain
2220;Frankfurt;Brussels;Germany;Belgium
2220;Frankfurt;Budapest;Germany;Hungary
2220;Frankfurt;Copenhagen;Germany;Denmark
2220;Frankfurt;Duesseldorf;Germany;Germany
2220;Frankfurt;Gothenborg;Germany;Sweden
2220;Frankfurt;Geneva;Germany;Switzerland
2220;Frankfurt;Helsinki;Germany;Finland
2220;Frankfurt;Jeddah;Germany;Saudi Arabia
2220;Frankfurt;New York;Germany;United States
2220;Frankfurt;Lisbon;Germany;Portugal
2220;Frankfurt;Lyon;Germany;France
2220;Frankfurt;Madrid;Germany;Spain
2220;Frankfurt;Marseille;Germany;France
2220;Frankfurt;Munich;Germany;Germany
2220;Frankfurt;Milano;Germany;Italy
2220;Frankfurt;Oslo;Germany;Norway
2220;Frankfurt;Bucharest;Germany;Romania
2220;Frankfurt;Prague;Germany;Czech Republic
2220;Frankfurt;Toulouse;Germany;France
2220;Frankfurt;Berlin;Germany;Germany
2220;Frankfurt;Vienna;Germany;Austria
2220;Frankfurt;Warsaw;Germany;Poland
2220;Frankfurt;Zurich;Germany;Switzerland
2220;Gode;Jijiga;Ethiopia;Ethiopia
2220;Gondar;Addis Ababa;Ethiopia;Ethiopia
2220;Gondar;Lalibella;Ethiopia;Ethiopia
2220;Rio De Janeiro;Sao Paulo;Brazil;Brazil
2220;Gambella;Addis Ababa;Ethiopia;Ethiopia
2220;Gambella;Asosa;Ethiopia;Ethiopia
2220;Gothenborg;Frankfurt;Sweden;Germany
2220;Sao Paulo;Lome;Brazil;Togo
2220;Geneva;Frankfurt;Switzerland;Germany
2220;Helsinki;Stockholm;Finland;Sweden
2220;Helsinki;Frankfurt;Finland;Germany
2220;Hargeisa;Addis Ababa;Somalia;Ethiopia
2220;Hong Kong;Addis Ababa;Hong Kong;Ethiopia
2220;Hong Kong;Seoul;Hong Kong;South Korea
2220;Harare;Addis Ababa;Zimbabwe;Ethiopia
2220;Harare;Lilongwe;Zimbabwe;Malawi
2220;Harare;Lusaka;Zimbabwe;Zambia
2220;Washington;Addis Ababa;United States;Ethiopia
2220;Seoul;Bangkok;South Korea;Thailand
2220;Seoul;Hong Kong;South Korea;Hong Kong
2220;Jeddah;Addis Ababa;Saudi Arabia;Ethiopia
2220;Jeddah;Frankfurt;Saudi Arabia;Germany
2220;New York;Frankfurt;United States;Germany
2220;Djibouti;Addis Ababa;Djibouti;Ethiopia
2220;Djibouti;Dire Dawa;Djibouti;Ethiopia
2220;Jijiga;Addis Ababa;Ethiopia;Ethiopia
2220;Jijiga;Dire Dawa;Ethiopia;Ethiopia
2220;Jijiga;Gode;Ethiopia;Ethiopia
2220;Jimma;Addis Ababa;Ethiopia;Ethiopia
2220;Jimma;Arba Minch;Ethiopia;Ethiopia
2220;Johannesburg;Addis Ababa;South Africa;Ethiopia
2220;Johannesburg;Blantyre;South Africa;Malawi
2220;Johannesburg;Windhoek;South Africa;Namibia
2220;Kilimanjaro;Addis Ababa;Tanzania;Ethiopia
2220;Kilimanjaro;Zanzibar;Tanzania;Tanzania
2220;Juba;Addis Ababa;South Sudan;Ethiopia
2220;Kigali;Addis Ababa;Rwanda;Ethiopia
2220;Kigali;Bujumbura;Rwanda;Burundi
2220;Khartoum;Addis Ababa;Sudan;Ethiopia
2220;Kuala Lumpur;Bangkok;Malaysia;Thailand
2220;Kuwait;Addis Ababa;Kuwait;Ethiopia
2220;Luanda;Addis Ababa;Angola;Ethiopia
2220;Libreville;Addis Ababa;Gabon;Ethiopia
2220;Libreville;Kinshasa;Gabon;Congo (Kinshasa)
2220;Libreville;Lome;Gabon;Togo
2220;Libreville;Lagos;Gabon;Nigeria
2220;Libreville;Yaounde;Gabon;Cameroon
2220;Libreville;Pointe-noire;Gabon;Congo (Brazzaville)
2220;Larnaca;Cairo;Cyprus;Egypt
2220;Lome;Abidjan;Togo;Cote d'Ivoire
2220;Lome;Abuja;Togo;Nigeria
2220;Lome;Accra;Togo;Ghana
2220;Lome;Addis Ababa;Togo;Ethiopia
2220;Lome;Bamako;Togo;Mali
2220;Lome;Conakry;Togo;Guinea
2220;Lome;Cotonou;Togo;Benin
2220;Lome;Douala;Togo;Cameroon
2220;Lome;Rio De Janeiro;Togo;Brazil
2220;Lome;Libreville;Togo;Gabon
2220;Lome;Lagos;Togo;Nigeria
2220;Lome;Ouagadougou;Togo;Burkina Faso
2220;London;Addis Ababa;United Kingdom;Ethiopia
2220;London;Toronto;United Kingdom;Canada
2220;Lisbon;Frankfurt;Portugal;Germany
2220;Lalibella;Addis Ababa;Ethiopia;Ethiopia
2220;Lalibella;Axum;Ethiopia;Ethiopia
2220;Lalibella;Gondar;Ethiopia;Ethiopia
2220;Lilongwe;Blantyre;Malawi;Malawi
2220;Lilongwe;Dar Es Salaam;Malawi;Tanzania
2220;Lilongwe;Harare;Malawi;Zimbabwe
2220;Lilongwe;Lusaka;Malawi;Zambia
2220;Lagos;Abidjan;Nigeria;Cote d'Ivoire
2220;Lagos;Addis Ababa;Nigeria;Ethiopia
2220;Lagos;Libreville;Nigeria;Gabon
2220;Lagos;Lome;Nigeria;Togo
2220;Lusaka;Addis Ababa;Zambia;Ethiopia
2220;Lusaka;Blantyre;Zambia;Malawi
2220;Lusaka;Harare;Zambia;Zimbabwe
2220;Lusaka;Lilongwe;Zambia;Malawi
2220;Lyon;Frankfurt;France;Germany
2220;Madrid;Frankfurt;Spain;Germany
2220;Mombasa;Addis Ababa;Kenya;Ethiopia
2220;Mombasa;Kilimanjaro;Kenya;Tanzania
2220;Muscat;Addis Ababa;Oman;Ethiopia
2220;Melbourne;Singapore;Australia;Singapore
2220;Monrovia;Accra;Liberia;Ghana
2220;Monrovia;Freetown;Liberia;Sierra Leone
2220;Maputo;Addis Ababa;Mozambique;Ethiopia
2220;Makale;Addis Ababa;Ethiopia;Ethiopia
2220;Makale;;Ethiopia;
2220;Makale;;Ethiopia;
2220;Marseille;Frankfurt;France;Germany
2220;Munich;Frankfurt;Germany;Germany
2220;Milano;Rome;Italy;Italy
2220;Milano;Frankfurt;Italy;Germany
2220;Nairobi;Addis Ababa;Kenya;Ethiopia
2220;N'djamena;Abuja;Chad;Nigeria
2220;N'djamena;Addis Ababa;Chad;Ethiopia
2220;N'djamena;Douala;Chad;Cameroon
2220;N'djamena;Niamey;Chad;Niger
2220;Niamey;Abuja;Niger;Nigeria
2220;Niamey;Addis Ababa;Niger;Ethiopia
2220;Niamey;Cotonou;Niger;Benin
2220;Niamey;N'djamena;Niger;Chad
2220;Niamey;Ouagadougou;Niger;Burkina Faso
2220;Ndola;Addis Ababa;Zambia;Ethiopia
2220;Yaounde;Libreville;Cameroon;Gabon
2220;Oslo;Stockholm;Norway;Sweden
2220;Oslo;Frankfurt;Norway;Germany
2220;Bucharest;Frankfurt;Romania;Germany
2220;Ouagadougou;Abidjan;Burkina Faso;Cote d'Ivoire
2220;Ouagadougou;Addis Ababa;Burkina Faso;Ethiopia
2220;Ouagadougou;Bamako;Burkina Faso;Mali
2220;Ouagadougou;Lome;Burkina Faso;Togo
2220;Ouagadougou;Niamey;Burkina Faso;Niger
2220;Bissau;Conakry;Guinea-Bissau;Guinea
2220;Beijing;Addis Ababa;China;Ethiopia
2220;Perth;Singapore;Australia;Singapore
2220;Pointe-noire;Addis Ababa;Congo (Brazzaville);Ethiopia
2220;Pointe-noire;Libreville;Congo (Brazzaville);Gabon
2220;Prague;Frankfurt;Czech Republic;Germany
2220;Shanghai;Addis Ababa;China;Ethiopia
2220;Riyadh;Addis Ababa;Saudi Arabia;Ethiopia
2220;;Makale;;Ethiopia
2220;Singapore;Adelaide;Singapore;Australia
2220;Singapore;Auckland;Singapore;New Zealand
2220;Singapore;Bangkok;Singapore;Thailand
2220;Singapore;Brisbane;Singapore;Australia
2220;Singapore;Christchurch;Singapore;New Zealand
2220;Singapore;Dubai;Singapore;United Arab Emirates
2220;Singapore;Melbourne;Singapore;Australia
2220;Singapore;Perth;Singapore;Australia
2220;Singapore;Sydney;Singapore;Australia
2220;Sofia;Frankfurt;Bulgaria;Germany
2220;Malabo;Addis Ababa;Equatorial Guinea;Ethiopia
2220;Malabo;Douala;Equatorial Guinea;Cameroon
2220;Sydney;Singapore;Australia;Singapore
2220;;Addis Ababa;;Ethiopia
2220;;Makale;;Ethiopia
2220;Toulouse;Frankfurt;France;Germany
2220;Tel-aviv;Addis Ababa;Israel;Ethiopia
2220;Berlin;Frankfurt;Germany;Germany
2220;Vienna;Frankfurt;Austria;Germany
2220;Warsaw;Frankfurt;Poland;Germany
2220;Windhoek;Johannesburg;Namibia;South Africa
2220;Toronto;Addis Ababa;Canada;Ethiopia
2220;Zanzibar;Addis Ababa;Tanzania;Ethiopia
2220;Zanzibar;Kilimanjaro;Tanzania;Tanzania
2220;Zurich;Frankfurt;Switzerland;Germany
2193;Beihai;Chongqing;China;China
2193;Beihai;Chengdu;China;China
2193;Guangzhou;Chengdu;China;China
2193;Changchun;Jinan;China;China
2193;Chongqing;Beihai;China;China
2193;Changcha;Chengdu;China;China
2193;Changcha;Hangzhou;China;China
2193;Changcha;Ninbo;China;China
2193;Changcha;Nanjing;China;China
2193;Changcha;Sanya;China;China
2193;Chengdu;Beihai;China;China
2193;Chengdu;Guangzhou;China;China
2193;Chengdu;Changcha;China;China
2193;Chengdu;Hangzhou;China;China
2193;Chengdu;;China;
2193;Chengdu;Jinghonggasa;China;China
2193;Chengdu;Jining;China;China
2193;Chengdu;Jiuzhaigou;China;China
2193;Chengdu;Kunming;China;China
2193;Chengdu;Guiyang;China;China
2193;Chengdu;Lijiang;China;China
2193;Chengdu;Lianyungang;China;China
2193;Chengdu;Liuzhou;China;China
2193;Chengdu;Nanjing;China;China
2193;Chengdu;Shanghai;China;China
2193;Chengdu;Sanya;China;China
2193;Chengdu;Shenzhen;China;China
2193;Chengdu;Jinan;China;China
2193;Chengdu;Tianjin;China;China
2193;Chengdu;Wenzhou;China;China
2193;Chengdu;Wuhan;China;China
2193;Chengdu;Xi'an;China;China
2193;Chengdu;Zunyi;China;China
2193;Fuzhou;Guiyang;China;China
2193;Hangzhou;Changcha;China;China
2193;Hangzhou;Chengdu;China;China
2193;Hangzhou;Sanya;China;China
2193;Huangyan;Wuhan;China;China
2193;;Chengdu;;China
2193;;Xiamen;;China
2193;Jinghonggasa;Chengdu;China;China
2193;Jinghonggasa;Kunming;China;China
2193;Jining;Chengdu;China;China
2193;Jining;Shenyang;China;China
2193;Jiuzhaigou;Chengdu;China;China
2193;Kunming;Chengdu;China;China
2193;Kunming;Jinghonggasa;China;China
2193;Kunming;Liuzhou;China;China
2193;Guiyang;Chengdu;China;China
2193;Guiyang;Fuzhou;China;China
2193;Lijiang;Chengdu;China;China
2193;Lianyungang;Chengdu;China;China
2193;Lianyungang;Shenyang;China;China
2193;Liuzhou;Chengdu;China;China
2193;Liuzhou;Kunming;China;China
2193;Liuzhou;Shenzhen;China;China
2193;Liuzhou;Xiamen;China;China
2193;Ninbo;Changcha;China;China
2193;Nanjing;Changcha;China;China
2193;Nanjing;Chengdu;China;China
2193;Shanghai;Chengdu;China;China
2193;Shenyang;Jining;China;China
2193;Shenyang;Lianyungang;China;China
2193;Sanya;Changcha;China;China
2193;Sanya;Chengdu;China;China
2193;Sanya;Hangzhou;China;China
2193;Shenzhen;Chengdu;China;China
2193;Shenzhen;Liuzhou;China;China
2193;Qingdao;Xi'an;China;China
2193;Jinan;Changchun;China;China
2193;Jinan;Chengdu;China;China
2193;Tianjin;Chengdu;China;China
2193;Wenzhou;Chengdu;China;China
2193;Wuhan;Chengdu;China;China
2193;Wuhan;Huangyan;China;China
2193;Xi'an;Chengdu;China;China
2193;Xi'an;Qingdao;China;China
2193;Xiamen;;China;
2193;Xiamen;Liuzhou;China;China
2193;Zunyi;Chengdu;China;China
2260;Hamburg;Amsterdam;Germany;Netherlands
2222;Alma-ata;Abu Dhabi;Kazakhstan;United Arab Emirates
2222;Ahmedabad;Abu Dhabi;India;United Arab Emirates
2222;Amman;Abu Dhabi;Jordan;United Arab Emirates
2222;Amsterdam;Abu Dhabi;Netherlands;United Arab Emirates
2222;Amsterdam;Belgrade;Netherlands;Serbia
2222;Amsterdam;Lisbon;Netherlands;Portugal
2222;Amsterdam;Porto;Netherlands;Portugal
2222;Stockholm;Belgrade;Sweden;Serbia
2222;Athens;Abu Dhabi;Greece;United Arab Emirates
2222;Atlanta;Chicago;United States;United States
2222;Abu Dhabi;Alma-ata;United Arab Emirates;Kazakhstan
2222;Abu Dhabi;Ahmedabad;United Arab Emirates;India
2222;Abu Dhabi;Amman;United Arab Emirates;Jordan
2222;Abu Dhabi;Amsterdam;United Arab Emirates;Netherlands
2222;Abu Dhabi;Athens;United Arab Emirates;Greece
2222;Abu Dhabi;Bahrain;United Arab Emirates;Bahrain
2222;Abu Dhabi;Belgrade;United Arab Emirates;Serbia
2222;Abu Dhabi;Beirut;United Arab Emirates;Lebanon
2222;Abu Dhabi;Baghdad;United Arab Emirates;Iraq
2222;Abu Dhabi;Bangkok;United Arab Emirates;Thailand
2222;Abu Dhabi;Bangalore;United Arab Emirates;India
2222;Abu Dhabi;Mumbai;United Arab Emirates;India
2222;Abu Dhabi;Brussels;United Arab Emirates;Belgium
2222;Abu Dhabi;Basrah;United Arab Emirates;Iraq
2222;Abu Dhabi;Cairo;United Arab Emirates;Egypt
2222;Abu Dhabi;Calicut;United Arab Emirates;India
2222;Abu Dhabi;Paris;United Arab Emirates;France
2222;Abu Dhabi;Jakarta;United Arab Emirates;Indonesia
2222;Abu Dhabi;Colombo;United Arab Emirates;Sri Lanka
2222;Abu Dhabi;Casablanca;United Arab Emirates;Morocco
2222;Abu Dhabi;Kochi;United Arab Emirates;India
2222;Abu Dhabi;Chengdu;United Arab Emirates;China
2222;Abu Dhabi;Dhaka;United Arab Emirates;Bangladesh
2222;Abu Dhabi;Delhi;United Arab Emirates;India
2222;Abu Dhabi;Moscow;United Arab Emirates;Russia
2222;Abu Dhabi;Dammam;United Arab Emirates;Saudi Arabia
2222;Abu Dhabi;Doha;United Arab Emirates;Qatar
2222;Abu Dhabi;Dublin;United Arab Emirates;Ireland
2222;Abu Dhabi;Duesseldorf;United Arab Emirates;Germany
2222;Abu Dhabi;Erbil;United Arab Emirates;Iraq
2222;Abu Dhabi;Rome;United Arab Emirates;Italy
2222;Abu Dhabi;Frankfurt;United Arab Emirates;Germany
2222;Abu Dhabi;Sao Paulo;United Arab Emirates;Brazil
2222;Abu Dhabi;Geneva;United Arab Emirates;Switzerland
2222;Abu Dhabi;Hong Kong;United Arab Emirates;Hong Kong
2222;Abu Dhabi;Phuket;United Arab Emirates;Thailand
2222;Abu Dhabi;Washington;United Arab Emirates;United States
2222;Abu Dhabi;Seoul;United Arab Emirates;South Korea
2222;Abu Dhabi;Tehran;United Arab Emirates;Iran
2222;Abu Dhabi;;United Arab Emirates;
2222;Abu Dhabi;Istanbul;United Arab Emirates;Turkey
2222;Abu Dhabi;Jaipur;United Arab Emirates;India
2222;Abu Dhabi;Jeddah;United Arab Emirates;Saudi Arabia
2222;Abu Dhabi;New York;United Arab Emirates;United States
2222;Abu Dhabi;Johannesburg;United Arab Emirates;South Africa
2222;Abu Dhabi;Karachi;United Arab Emirates;Pakistan
2222;Abu Dhabi;Khartoum;United Arab Emirates;Sudan
2222;Abu Dhabi;Kathmandu;United Arab Emirates;Nepal
2222;Abu Dhabi;Kuala Lumpur;United Arab Emirates;Malaysia
2222;Abu Dhabi;Kuwait;United Arab Emirates;Kuwait
2222;Abu Dhabi;Larnaca;United Arab Emirates;Cyprus
2222;Abu Dhabi;Lahore;United Arab Emirates;Pakistan
2222;Abu Dhabi;London;United Arab Emirates;United Kingdom
2222;Abu Dhabi;Lagos;United Arab Emirates;Nigeria
2222;Abu Dhabi;Madras;United Arab Emirates;India
2222;Abu Dhabi;Manchester;United Arab Emirates;United Kingdom
2222;Abu Dhabi;Muscat;United Arab Emirates;Oman
2222;Abu Dhabi;Madinah;United Arab Emirates;Saudi Arabia
2222;Abu Dhabi;Melbourne;United Arab Emirates;Australia
2222;Abu Dhabi;Male;United Arab Emirates;Maldives
2222;Abu Dhabi;Manila;United Arab Emirates;Philippines
2222;Abu Dhabi;Minsk 2;United Arab Emirates;Belarus
2222;Abu Dhabi;Munich;United Arab Emirates;Germany
2222;Abu Dhabi;Milano;United Arab Emirates;Italy
2222;Abu Dhabi;Nairobi;United Arab Emirates;Kenya
2222;Abu Dhabi;Tokyo;United Arab Emirates;Japan
2222;Abu Dhabi;Chicago;United Arab Emirates;United States
2222;Abu Dhabi;Beijing;United Arab Emirates;China
2222;Abu Dhabi;Peshawar;United Arab Emirates;Pakistan
2222;Abu Dhabi;Shanghai;United Arab Emirates;China
2222;Abu Dhabi;Riyadh;United Arab Emirates;Saudi Arabia
2222;Abu Dhabi;Sanaa;United Arab Emirates;Yemen
2222;Abu Dhabi;Mahe;United Arab Emirates;Seychelles
2222;Abu Dhabi;Ho Chi Minh City;United Arab Emirates;Vietnam
2222;Abu Dhabi;Singapore;United Arab Emirates;Singapore
2222;Abu Dhabi;Sydney;United Arab Emirates;Australia
2222;Abu Dhabi;Trivandrum;United Arab Emirates;India
2222;Abu Dhabi;Tselinograd;United Arab Emirates;Kazakhstan
2222;Abu Dhabi;Berlin;United Arab Emirates;Germany
2222;Abu Dhabi;Toronto;United Arab Emirates;Canada
2222;Bahrain;Abu Dhabi;Bahrain;United Arab Emirates
2222;Belgrade;Amsterdam;Serbia;Netherlands
2222;Belgrade;Stockholm;Serbia;Sweden
2222;Belgrade;Abu Dhabi;Serbia;United Arab Emirates
2222;Belgrade;Frankfurt;Serbia;Germany
2222;Belgrade;London;Serbia;United Kingdom
2222;Beirut;Abu Dhabi;Lebanon;United Arab Emirates
2222;Baghdad;Abu Dhabi;Iraq;United Arab Emirates
2222;Bangkok;Abu Dhabi;Thailand;United Arab Emirates
2222;Bangkok;Chiang Mai;Thailand;Thailand
2222;Bangkok;Hong Kong;Thailand;Hong Kong
2222;Bangkok;Phuket;Thailand;Thailand
2222;Bangkok;Krabi;Thailand;Thailand
2222;Bangkok;Luang Prabang;Thailand;Laos
2222;Bangkok;Mandalay;Thailand;Burma
2222;Bangalore;Abu Dhabi;India;United Arab Emirates
2222;Brisbane;Singapore;Australia;Singapore
2222;Mumbai;Abu Dhabi;India;United Arab Emirates
2222;Mumbai;Hong Kong;India;Hong Kong
2222;Brussels;Abu Dhabi;Belgium;United Arab Emirates
2222;Brussels;Newark;Belgium;United States
2222;Brussels;Toronto;Belgium;Canada
2222;Basrah;Abu Dhabi;Iraq;United Arab Emirates
2222;Budapest;Rome;Hungary;Italy
2222;Cairo;Abu Dhabi;Egypt;United Arab Emirates
2222;Calicut;Abu Dhabi;India;United Arab Emirates
2222;Paris;Abu Dhabi;France;United Arab Emirates
2222;Paris;New York;France;United States
2222;Paris;Toulouse;France;France
2222;Jakarta;Abu Dhabi;Indonesia;United Arab Emirates
2222;Jakarta;Hong Kong;Indonesia;Hong Kong
2222;Jakarta;Perth;Indonesia;Australia
2222;Colombo;Abu Dhabi;Sri Lanka;United Arab Emirates
2222;Casablanca;Abu Dhabi;Morocco;United Arab Emirates
2222;Chiang Mai;Bangkok;Thailand;Thailand
2222;Kochi;Abu Dhabi;India;United Arab Emirates
2222;Chengdu;Abu Dhabi;China;United Arab Emirates
2222;Dhaka;Abu Dhabi;Bangladesh;United Arab Emirates
2222;Delhi;Abu Dhabi;India;United Arab Emirates
2222;Delhi;Hong Kong;India;Hong Kong
2222;Moscow;Abu Dhabi;Russia;United Arab Emirates
2222;Dammam;Abu Dhabi;Saudi Arabia;United Arab Emirates
2222;Doha;Abu Dhabi;Qatar;United Arab Emirates
2222;Dublin;Abu Dhabi;Ireland;United Arab Emirates
2222;Duesseldorf;Abu Dhabi;Germany;United Arab Emirates
2222;Erbil;Abu Dhabi;Iraq;United Arab Emirates
2222;Newark;Brussels;United States;Belgium
2222;Rome;Abu Dhabi;Italy;United Arab Emirates
2222;Rome;Budapest;Italy;Hungary
2222;Rome;Malta;Italy;Malta
2222;Rome;Bucharest;Italy;Romania
2222;Rome;Zurich;Italy;Switzerland
2222;Frankfurt;Abu Dhabi;Germany;United Arab Emirates
2222;Frankfurt;Belgrade;Germany;Serbia
2222;Sao Paulo;Abu Dhabi;Brazil;United Arab Emirates
2222;Geneva;Abu Dhabi;Switzerland;United Arab Emirates
2222;Hong Kong;Abu Dhabi;Hong Kong;United Arab Emirates
2222;Hong Kong;Bangkok;Hong Kong;Thailand
2222;Hong Kong;Mumbai;Hong Kong;India
2222;Hong Kong;Jakarta;Hong Kong;Indonesia
2222;Hong Kong;Delhi;Hong Kong;India
2222;Phuket;Abu Dhabi;Thailand;United Arab Emirates
2222;Phuket;Bangkok;Thailand;Thailand
2222;Mattala;Colombo;Sri Lanka;Sri Lanka
2222;Washington;Abu Dhabi;United States;United Arab Emirates
2222;Seoul;Abu Dhabi;South Korea;United Arab Emirates
2222;Tehran;Abu Dhabi;Iran;United Arab Emirates
2222;;Abu Dhabi;;United Arab Emirates
2222;Istanbul;Abu Dhabi;Turkey;United Arab Emirates
2222;Jaipur;Abu Dhabi;India;United Arab Emirates
2222;Jeddah;Abu Dhabi;Saudi Arabia;United Arab Emirates
2222;New York;Abu Dhabi;United States;United Arab Emirates
2222;New York;Paris;United States;France
2222;New York;Las Vegas;United States;United States
2222;New York;New Orleans;United States;United States
2222;Johannesburg;Abu Dhabi;South Africa;United Arab Emirates
2222;Krabi;Bangkok;Thailand;Thailand
2222;Karachi;Abu Dhabi;Pakistan;United Arab Emirates
2222;Khartoum;Abu Dhabi;Sudan;United Arab Emirates
2222;Kathmandu;Abu Dhabi;Nepal;United Arab Emirates
2222;Kuala Lumpur;Abu Dhabi;Malaysia;United Arab Emirates
2222;Kuwait;Abu Dhabi;Kuwait;United Arab Emirates
2222;Las Vegas;New York;United States;United States
2222;Larnaca;Abu Dhabi;Cyprus;United Arab Emirates
2222;Lahore;Abu Dhabi;Pakistan;United Arab Emirates
2222;London;Abu Dhabi;United Kingdom;United Arab Emirates
2222;Lisbon;Malaga;Portugal;Spain
2222;Lisbon;Amsterdam;Portugal;Netherlands
2222;Lisbon;Porto Santo;Portugal;Portugal
2222;Lagos;Abu Dhabi;Nigeria;United Arab Emirates
2222;Luang Prabang;Bangkok;Laos;Thailand
2222;Madras;Abu Dhabi;India;United Arab Emirates
2222;Manchester;Abu Dhabi;United Kingdom;United Arab Emirates
